i,dup_var_name,Variable,Type,dev-cat,CIP_code,VALUE,LABEL,developer-friendly name
394,CIP19CERT1,CIP19CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.family_consumer_science
395,CIP19CERT2,CIP19CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.family_consumer_science
396,CIP19ASSOC,CIP19ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.family_consumer_science
397,CIP19CERT4,CIP19CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.family_consumer_science
398,CIP19BACHL,CIP19BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.family_consumer_science
399,CIP22CERT1,CIP22CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.legal
400,CIP22CERT2,CIP22CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.legal
401,CIP22ASSOC,CIP22ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.legal
402,CIP22CERT4,CIP22CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.legal
403,CIP22BACHL,CIP22BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.legal
404,CIP23CERT1,CIP23CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.english
405,CIP23CERT2,CIP23CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.english
406,CIP23ASSOC,CIP23ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.english
407,CIP23CERT4,CIP23CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.english
408,CIP23BACHL,CIP23BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.english
409,CIP24CERT1,CIP24CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.humanities
410,CIP24CERT2,CIP24CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.humanities
411,CIP24ASSOC,CIP24ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.humanities
412,CIP24CERT4,CIP24CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.humanities
413,CIP24BACHL,CIP24BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.humanities
414,CIP25CERT1,CIP25CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.library
415,CIP25CERT2,CIP25CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.library
416,CIP25ASSOC,CIP25ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.library
417,CIP25CERT4,CIP25CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.library
418,CIP25BACHL,CIP25BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.library
419,CIP26CERT1,CIP26CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.biological
420,CIP26CERT2,CIP26CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.biological
421,CIP26ASSOC,CIP26ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.biological
422,CIP26CERT4,CIP26CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.biological
423,CIP26BACHL,CIP26BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.biological
424,CIP27CERT1,CIP27CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.mathematics
425,CIP27CERT2,CIP27CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.mathematics
426,CIP27ASSOC,CIP27ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.mathematics
427,CIP27CERT4,CIP27CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.mathematics
428,CIP27BACHL,CIP27BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.mathematics
429,CIP29CERT1,CIP29CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.military
430,CIP29CERT2,CIP29CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.military
431,CIP29ASSOC,CIP29ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.military
432,CIP29CERT4,CIP29CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.military
433,CIP29BACHL,CIP29BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.military
434,CIP30CERT1,CIP30CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.multidiscipline
435,CIP30CERT2,CIP30CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.multidiscipline
436,CIP30ASSOC,CIP30ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.multidiscipline
437,CIP30CERT4,CIP30CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.multidiscipline
438,CIP30BACHL,CIP30BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.multidiscipline
439,CIP31CERT1,CIP31CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.parks_recreation_fitness
440,CIP31CERT2,CIP31CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.parks_recreation_fitness
441,CIP31ASSOC,CIP31ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.parks_recreation_fitness
442,CIP31CERT4,CIP31CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.parks_recreation_fitness
443,CIP31BACHL,CIP31BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.parks_recreation_fitness
444,CIP38CERT1,CIP38CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.philosophy_religious
445,CIP38CERT2,CIP38CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.philosophy_religious
446,CIP38ASSOC,CIP38ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.philosophy_religious
447,CIP38CERT4,CIP38CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.philosophy_religious
448,CIP38BACHL,CIP38BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.philosophy_religious
449,CIP39CERT1,CIP39CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.theology_religious_vocation
450,CIP39CERT2,CIP39CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.theology_religious_vocation
451,CIP39ASSOC,CIP39ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.theology_religious_vocation
452,CIP39CERT4,CIP39CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.theology_religious_vocation
453,CIP39BACHL,CIP39BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.theology_religious_vocation
454,CIP40CERT1,CIP40CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.physical_science
455,CIP40CERT2,CIP40CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.physical_science
456,CIP40ASSOC,CIP40ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.physical_science
457,CIP40CERT4,CIP40CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.physical_science
458,CIP40BACHL,CIP40BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.physical_science
459,CIP41CERT1,CIP41CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.science_technology
460,CIP41CERT2,CIP41CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.science_technology
461,CIP41ASSOC,CIP41ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.science_technology
462,CIP41CERT4,CIP41CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.science_technology
463,CIP41BACHL,CIP41BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.science_technology
464,CIP42CERT1,CIP42CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.psychology
465,CIP42CERT2,CIP42CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.psychology
466,CIP42ASSOC,CIP42ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.psychology
467,CIP42CERT4,CIP42CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.psychology
468,CIP42BACHL,CIP42BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.psychology
469,CIP43CERT1,CIP43CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.security_law_enforcement
470,CIP43CERT2,CIP43CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.security_law_enforcement
471,CIP43ASSOC,CIP43ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.security_law_enforcement
472,CIP43CERT4,CIP43CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.security_law_enforcement
473,CIP43BACHL,CIP43BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.security_law_enforcement
474,CIP44CERT1,CIP44CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.public_administration_social_service
475,CIP44CERT2,CIP44CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.public_administration_social_service
476,CIP44ASSOC,CIP44ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.public_administration_social_service
477,CIP44CERT4,CIP44CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.public_administration_social_service
478,CIP44BACHL,CIP44BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.public_administration_social_service
479,CIP45CERT1,CIP45CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.social_science
480,CIP45CERT2,CIP45CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.social_science
481,CIP45ASSOC,CIP45ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.social_science
482,CIP45CERT4,CIP45CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.social_science
483,CIP45BACHL,CIP45BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.social_science
484,CIP46CERT1,CIP46CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.construction
485,CIP46CERT2,CIP46CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.construction
486,CIP46ASSOC,CIP46ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.construction
487,CIP46CERT4,CIP46CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.construction
488,CIP46BACHL,CIP46BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.construction
489,CIP47CERT1,CIP47CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.mechanic_repair_technology
490,CIP47CERT2,CIP47CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.mechanic_repair_technology
491,CIP47ASSOC,CIP47ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.mechanic_repair_technology
492,CIP47CERT4,CIP47CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.mechanic_repair_technology
493,CIP47BACHL,CIP47BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.mechanic_repair_technology
494,CIP48CERT1,CIP48CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.precision_production
495,CIP48CERT2,CIP48CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.precision_production
496,CIP48ASSOC,CIP48ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.precision_production
497,CIP48CERT4,CIP48CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.precision_production
498,CIP48BACHL,CIP48BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.precision_production
499,CIP49CERT1,CIP49CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.transportation
500,CIP49CERT2,CIP49CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.transportation
501,CIP49ASSOC,CIP49ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.transportation
502,CIP49CERT4,CIP49CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.transportation
503,CIP49BACHL,CIP49BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.transportation
504,CIP50CERT1,CIP50CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.visual_performing
505,CIP50CERT2,CIP50CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.visual_performing
506,CIP50ASSOC,CIP50ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.visual_performing
507,CIP50CERT4,CIP50CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.visual_performing
508,CIP50BACHL,CIP50BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.visual_performing
509,CIP51CERT1,CIP51CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.health
510,CIP51CERT2,CIP51CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.health
511,CIP51ASSOC,CIP51ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.health
512,CIP51CERT4,CIP51CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.health
513,CIP51BACHL,CIP51BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.health
514,CIP52CERT1,CIP52CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.business_marketing
515,CIP52CERT2,CIP52CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.business_marketing
516,CIP52ASSOC,CIP52ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.business_marketing
517,CIP52CERT4,CIP52CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.business_marketing
518,CIP52BACHL,CIP52BACHL,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.business_marketing
519,CIP54CERT1,CIP54CERT1,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_1_yr.history
520,CIP54CERT2,CIP54CERT2,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_2_yr.history
521,CIP54ASSOC,CIP54ASSOC,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.assoc.history
522,CIP54CERT4,CIP54CERT4,factor,academics,NA,"0, 1, 2","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.certificate_lt_4_yr.history
523,CIP54BACHL,CIP54BACHL,factor,academics,NA,"0, 1, 3","Program not offered, Program offered, Program offered through an exclusively distance-education program",program.bachelors.history
524,DISTANCEONLY,DISTANCEONLY,factor,school,NA,0,"Not distance-ed only,",online_only
525,DISTANCEONLY,,factor,school,NA,1,Distance-education only,NA
526,UGDS,UGDS,integer,student,NA,NA,NA,size
527,UGDS_WHITE,UGDS_WHITE,num,student,NA,NA,NA,demographics.race_ethnicity.white
528,UGDS_BLACK,UGDS_BLACK,num,student,NA,NA,NA,demographics.race_ethnicity.black
529,UGDS_HISP,UGDS_HISP,num,student,NA,NA,NA,demographics.race_ethnicity.hispanic
530,UGDS_ASIAN,UGDS_ASIAN,num,student,NA,NA,NA,demographics.race_ethnicity.asian
531,UGDS_AIAN,UGDS_AIAN,num,student,NA,NA,NA,demographics.race_ethnicity.aian
532,UGDS_NHPI,UGDS_NHPI,num,student,NA,NA,NA,demographics.race_ethnicity.nhpi
533,UGDS_2MOR,UGDS_2MOR,num,student,NA,NA,NA,demographics.race_ethnicity.two_or_more
534,UGDS_NRA,UGDS_NRA,num,student,NA,NA,NA,demographics.race_ethnicity.non_resident_alien
535,UGDS_UNKN,UGDS_UNKN,num,student,NA,NA,NA,demographics.race_ethnicity.unknown
536,PPTUG_EF,PPTUG_EF,num,student,NA,NA,NA,part_time_share
537,CURROPER,CURROPER,factor,school,NA,0,Not currently certified as an operating institution,operating
538,CURROPER,,factor,school,NA,1,Currently certified as operating,NA
539,NPT4_PUB,NPT4_PUB,integer,cost,NA,NA,NA,avg_net_price.public
540,NPT4_PRIV,NPT4_PRIV,integer,cost,NA,NA,NA,avg_net_price.private
541,NPT41_PUB,NPT41_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.0-30000
542,NPT42_PUB,NPT42_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.30001-48000
543,NPT43_PUB,NPT43_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.48001-75000
544,NPT44_PUB,NPT44_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.75001-110000
545,NPT45_PUB,NPT45_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.110001-plus
546,NPT41_PRIV,NPT41_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.0-30000
547,NPT42_PRIV,NPT42_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.30001-48000
548,NPT43_PRIV,NPT43_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.48001-75000
549,NPT44_PRIV,NPT44_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.75001-110000
550,NPT45_PRIV,NPT45_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.110001-plus
551,NPT4_048_PUB,NPT4_048_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.0-48000
552,NPT4_048_PRIV,NPT4_048_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.0-48000
553,NPT4_3075_PUB,NPT4_3075_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.30001-75000
554,NPT4_3075_PRIV,NPT4_3075_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.30001-75000
555,NPT4_75UP_PUB,NPT4_75UP_PUB,integer,cost,NA,NA,NA,net_price.public.by_income_level.75000-plus
556,NPT4_75UP_PRIV,NPT4_75UP_PRIV,integer,cost,NA,NA,NA,net_price.private.by_income_level.75000-plus
557,NUM4_PUB,NUM4_PUB,integer,cost,NA,NA,NA,title_iv.public.all
558,NUM4_PRIV,NUM4_PRIV,integer,cost,NA,NA,NA,title_iv.private.all
559,NUM41_PUB,NUM41_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.0-30000
560,NUM42_PUB,NUM42_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.30001-48000
561,NUM43_PUB,NUM43_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.48001-75000
562,NUM44_PUB,NUM44_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.75001-110000
563,NUM45_PUB,NUM45_PUB,integer,cost,NA,NA,NA,title_iv.public.by_income_level.110001-plus
564,NUM41_PRIV,NUM41_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.0-30000
565,NUM42_PRIV,NUM42_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.30001-48000
566,NUM43_PRIV,NUM43_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.48001-75000
567,NUM44_PRIV,NUM44_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.75001-110000
568,NUM45_PRIV,NUM45_PRIV,integer,cost,NA,NA,NA,title_iv.private.by_income_level.110001-plus
569,COSTT4_A,COSTT4_A,integer,cost,NA,NA,NA,attendance.academic_year
570,COSTT4_P,COSTT4_P,integer,cost,NA,NA,NA,attendance.program_year
571,TUITIONFEE_IN,TUITIONFEE_IN,integer,cost,NA,NA,NA,tuition.in_state
572,TUITIONFEE_OUT,TUITIONFEE_OUT,integer,cost,NA,NA,NA,tuition.out_of_state
573,TUITIONFEE_PROG,TUITIONFEE_PROG,integer,cost,NA,NA,NA,tuition.program_year
574,TUITFTE,TUITFTE,integer,school,NA,NA,NA,tuition_revenue_per_fte
575,INEXPFTE,INEXPFTE,integer,school,NA,NA,NA,instructional_expenditure_per_fte
576,AVGFACSAL,AVGFACSAL,integer,school,NA,NA,NA,faculty_salary
577,PFTFAC,PFTFAC,num,school,NA,NA,NA,ft_faculty_rate
578,PCTPELL,PCTPELL,num,aid,NA,NA,NA,pell_grant_rate
579,C150_4,C150_4,num,completion,NA,NA,NA,completion_rate_4yr_150nt
580,C150_L4,C150_L4,num,completion,NA,NA,NA,completion_rate_less_than_4yr_150nt
581,PFTFTUG1_EF,PFTFTUG1_EF,num,student,NA,NA,NA,share_first.time_full.time
582,D150_4,D150_4,integer,completion,NA,NA,NA,completion_cohort_4yr_150nt
583,D150_L4,D150_L4,integer,completion,NA,NA,NA,completion_cohort_less_than_4yr_150nt
584,C150_4_WHITE,C150_4_WHITE,num,completion,NA,NA,NA,completion_rate_4yr_150_white
585,C150_4_BLACK,C150_4_BLACK,num,completion,NA,NA,NA,completion_rate_4yr_150_black
586,C150_4_HISP,C150_4_HISP,num,completion,NA,NA,NA,completion_rate_4yr_150_hispanic
587,C150_4_ASIAN,C150_4_ASIAN,num,completion,NA,NA,NA,completion_rate_4yr_150_asian
588,C150_4_AIAN,C150_4_AIAN,num,completion,NA,NA,NA,completion_rate_4yr_150_aian
589,C150_4_NHPI,C150_4_NHPI,num,completion,NA,NA,NA,completion_rate_4yr_150_nhpi
